county_name,State,county formatted,crime_rate_per_100000,PCTPOVALL_2020,diversity index,noaa/temp-jan,noaa/temp-apr,noaa/temp-jul,noaa/temp-oct,edu/some-college,bls/2020/unemployed,life-expectancy,population/2019,avg_income,poverty-rate,Unemployment_rate,cost-of-living/living_wage,cost-of-living/food_costs,cost-of-living/medical_costs,cost-of-living/housing_costs,cost-of-living/tax_costs
"Dickson County, TN", TN,Dickson County TN,348.1478534,11,0.183236,36,57.3,76.7,57.6,25.7,1555,75.92,53948,40556,10.1,5.1,14.84,3177,2813,10776,4307
"Dillingham Census Area, AK", AK,Dillingham Census Area AK,938.1237525,18.7,0.45543,15.1,31.6,55.1,33.4,27,143,75.15,4916,59621,18.1,5.3,15.38,3792,2814,11424,4464
"Dillon County, SC", SC,Dillon County SC,1165.583272,22.2,0.560247,42.9,60.8,80.3,62.3,25.2,814,73.08,30479,27718,26.8,5.2,13.55,3177,2662,6156,6396
"Dimmit County, TX", TX,Dimmit County TX,468.0187207,25.5,0.25437,53.6,73,86.8,73.4,16.6,413,77.8,10124,36639,25.3,2.9,12.47,3177,2760,6588,3619
"Dinwiddie County, VA", VA,Dinwiddie County VA,207.8555046,11.1,0.49819,37.6,58.5,79.6,58.8,28.5,861,76.93,28544,40352,10.7,3.3,15.95,3177,2866,10788,6544
"District of Columbia, DC", DC,District of Columbia DC,1216.801325,15,0.614376,34.8,56.3,78.9,58.2,15.5,32895,76.86,705749,82005,14.1,3.3,20.49,3177,2622,17484,9527
"Divide County, ND", ND,Divide County ND,131.7706338,10.7,0.115174,8.7,41.5,67.5,41.3,40.8,45,80.82,2264,48574,10.8,3.3,12.63,3246,2632,6468,3985
"Dixie County, FL", FL,Dixie County FL,363.8644918,23.2,0.257861,52.6,66.5,81,70.2,24.8,321,74.79,16826,27956,22.2,6.3,12.89,3177,2792,7308,3741
"Dixon County, NE", NE,Dixon County NE,153.8198599,7.9,0.236175,20.5,48.2,73.7,50.3,31.4,95,80.18,5636,44185,8.7,3.9,13.37,3246,2783,6276,5576
"Doddridge County, WV", WV,Doddridge County WV,95.87727709,17,0.077941,30.5,52,73,53.8,21.2,242,76.91,8448,28862,18.8,4.4,13.01,3177,2662,6204,5218
"Dodge County, GA", GA,Dodge County GA,320.4373027,21.4,0.480133,46.4,63.5,80.9,65.5,27.1,415,74.99,20605,30682,20.6,4.1,13.08,3177,2713,5892,5616
"Dodge County, MN", MN,Dodge County MN,191.6556096,5.9,0.132677,13.6,44.7,70.4,45.9,35.9,647,81.62,20934,47984,5.6,4.7,14.79,3246,2696,8004,6880
"Dodge County, NE", NE,Dodge County NE,90.37381898,9.7,0.244645,22.9,50.8,75.7,52.4,34.8,709,79.2,36565,47330,9.5,4.3,13.43,3246,2783,6372,5599
"Dodge County, WI", WI,Dodge County WI,76.97183736,7.2,0.17074,17.4,46.2,71,48.8,32.9,2484,79.73,87839,44799,8,3.7,13.67,3246,2754,6444,6042
"Dolores County, CO", CO,Dolores County CO,49.28536225,12.5,0.193724,24.9,41.7,66.2,45.8,33.5,78,79.5,2055,34935,12.8,2.9,13.83,3792,2810,7308,5343
"Doniphan County, KS", KS,Doniphan County KS,318.4307732,12.9,0.185535,26.4,52.9,77.1,55.5,32.4,188,79.01,7600,37405,11.4,3.6,13.38,3246,2543,6660,5449
"Donley County, TX", TX,Donley County TX,283.9295855,16.3,0.304228,38,58.3,80.9,59.9,36.8,63,76.46,3278,45736,16.4,4.2,12.34,3177,2760,6348,3580
"Dooly County, GA", GA,Dooly County GA,293.6241611,27,0.563911,46.8,63.6,81.4,65.4,24.5,378,77.16,13390,28297,28.2,4.2,13.44,3177,2713,6504,5768
"Door County, WI", WI,Door County WI,71.69486665,7.8,0.104069,18.6,41.7,68.2,47.8,30.3,1019,80.95,27668,63178,9.3,3.8,13.77,3246,2754,6612,6085
"Dorchester County, MD", MD,Dorchester County MD,508.2669933,14.9,0.493641,37.1,57,79.2,60,28.2,1067,77.03,31929,46562,16.4,3.9,15.04,3177,3001,9396,5901
"Dorchester County, SC", SC,Dorchester County SC,418.1654367,12.1,0.506692,45.9,62.8,81,64.6,34.2,4519,78.28,162809,38892,9.3,4.2,16.43,3177,2662,10884,7649
"Dougherty County, GA", GA,Dougherty County GA,930.4176661,27.4,0.459434,48.6,65.6,82.4,67.8,31.8,3243,75.19,87956,34744,27.6,3.8,13.87,3177,2713,7212,5945
"Douglas County, CO", CO,Douglas County CO,83.0165739,3,0.280311,30.9,45.6,70.6,49.4,28.1,11237,83.72,351154,73662,2.7,3.5,17.4,3792,2810,13368,6726
"Douglas County, GA", GA,Douglas County GA,275.7022709,11.5,0.597172,41.5,59.3,76.3,60.3,29.3,5367,77.06,146343,35230,10.9,3.2,16.72,3177,2713,11952,7126
"Douglas County, IL", IL,Douglas County IL,241.3637049,8.2,0.168502,25.2,52.5,75.5,54.5,31,562,78.85,19465,51537,8,3.8,13.36,3246,2862,6480,5267
"Douglas County, KS", KS,Douglas County KS,372.6316894,11.8,0.34308,28.7,54.2,78.2,56.1,27.4,3888,80.53,122259,43642,15.1,5,14.36,3246,2543,8316,5826
"Douglas County, MN", MN,Douglas County MN,93.03598303,7.4,0.06844,10.2,43.6,70.6,45.3,40,1019,81.56,38141,53665,6.3,4.3,13.77,3246,2696,6324,6434
"Douglas County, MO", MO,Douglas County MO,177.5804661,17.8,0.079797,32.5,55.6,76.8,56.8,27.3,399,77.57,13185,28305,18.7,4.2,12.73,3246,2681,5112,5509
"Douglas County, NE", NE,Douglas County NE,483.3822237,9.8,0.461351,23.1,50.8,76,52.8,29.5,15294,78.64,571327,63435,10.2,3.7,14.93,3246,2783,7800,7289
"Douglas County, NV", NV,Douglas County NV,112.4835519,8,0.318486,32.3,43.4,66.2,49.1,39.4,1934,81.07,48905,75159,8.1,4.5,14.53,3792,2614,10092,4216
"Douglas County, OR", OR,Douglas County OR,134.6549467,13.3,0.205552,41.5,50.6,67.4,54,40,3658,77.71,110980,40408,11.8,4.4,15.17,3792,2395,8388,7472
"Douglas County, SD", SD,Douglas County SD,151.7281133,11.8,0.098457,21.2,49.5,75.4,50.9,37.7,46,80.99,2921,57808,11.2,3.3,12.21,3246,2831,5844,3544
"Douglas County, WA", WA,Douglas County WA,98.80671886,10.5,0.47142,27.7,49.7,72.3,49,32,1805,80.56,43429,41508,10.9,5.9,13.42,3792,2206,8520,3894
"Douglas County, WI", WI,Douglas County WI,216.4650124,10,0.150198,11.1,40.7,67.5,44.8,38.5,2100,78.4,43150,43004,11.5,5,14.13,3246,2754,7212,6237
"Drew County, AR", AR,Drew County AR,361.9909502,18.4,0.469828,43.3,63.2,82,64.4,28.8,534,75.69,18219,37148,18.5,4.3,13.04,3177,2633,5508,6005
"Dubois County, IN", IN,Dubois County IN,61.37721017,6.7,0.151094,30,54.6,76,56.1,27.2,1026,78.93,42736,56488,5.9,3.1,12.82,3246,2848,6000,4625
"Dubuque County, IA", IA,Dubuque County IA,161.9695497,8.9,0.146515,18.8,48.4,73.1,50.4,29.2,3211,80.03,97311,49085,10.7,2.3,13.64,3246,2791,6120,6283
"Duchesne County, UT", UT,Duchesne County UT,167.4217057,10.6,0.260286,19.5,46.1,70.6,47.2,37.4,603,77.58,19938,36709,14.2,4.5,13.66,3792,2694,7044,5386
"Dukes County, MA", MA,Dukes County MA,191.2378303,7.5,0.208044,30.9,46.2,70.5,53.6,26.3,877,82.05,17332,93726,7.3,3.7,16.4,3690,3048,13512,4760
"Dundy County, NE", NE,Dundy County NE,98.81473579,12.2,0.177563,28.4,49.2,76.4,51.4,35.6,25,78.76,1693,53144,13.4,3.1,12.89,3246,2783,5460,5385
"Dunklin County, MO", MO,Dunklin County MO,394.172553,20.2,0.32243,35.2,59.2,80.6,60.2,24.2,844,72.62,29131,34129,26.7,6.5,12.73,3246,2681,5112,5509
"Dunn County, ND", ND,Dunn County ND,216.2421913,10,0.271839,15,43,69.4,44,36.1,141,79.59,4424,60338,9.8,3.5,14.72,3246,2632,10152,4644
"Dunn County, WI", WI,Dunn County WI,133.7201396,10.1,0.124506,14.5,45.4,69.6,47.2,32.5,1303,81.16,45368,39948,11.7,3,14.3,3246,2754,7500,6310
"DuPage County, IL", IL,DuPage County IL,94.62240083,5.9,0.492293,22.9,48.6,73,51.6,25.4,38391,81.87,922921,72889,6,4.4,16.32,3246,2862,11472,6434
"Duplin County, NC", NC,Duplin County NC,326.2099727,18.3,0.614029,41.6,59.1,79.2,61.5,32,1392,77.14,58741,33619,17.7,4.1,13.05,3177,2728,6072,5359
"Durham County, NC", NC,Durham County NC,621.2408853,11.7,0.651831,37.8,57.1,77.6,58,22.4,11118,79.07,321488,50698,14,4.1,16.02,3177,2728,11028,6579
"Dutchess County, NY", NY,Dutchess County NY,227.6738202,8.3,0.436062,24.5,47.8,71.7,50.5,29.2,10888,80.49,294218,56365,8.6,4.7,17.1,3690,2935,12252,7588
"Duval County, FL", FL,Duval County FL,621.5464156,15.2,0.591257,53.9,67.6,82.2,71.6,31.9,32633,76.74,957755,46174,13.5,3,13.5,3177,2792,8400,3918
"Duval County, TX", TX,Duval County TX,738.8316151,20,0.206504,55.2,72.6,85,73.2,28.9,589,76.64,11157,36418,23.9,2.4,12.34,3177,2760,6348,3580
"Dyer County, TN", TN,Dyer County TN,688.2474551,16.7,0.33106,36.6,59.3,79.6,60.2,28.9,1276,74.73,37159,40642,17.3,4.1,11.75,3177,2813,5232,3408
"Eagle County, CO", CO,Eagle County CO,171.5592833,6.4,0.456385,18.8,39.9,63.1,42.7,25.9,3389,85.94,55127,78152,7.9,3.3,16.13,3792,2810,11208,6233
"Early County, GA", GA,Early County GA,635.553026,24,0.53262,50.9,65.5,81.4,68.1,28.2,256,73.76,10190,38945,27.3,3,12.95,3177,2713,5676,5562
"East Baton Rouge Parish, LA", LA,East Baton Rouge Parish LA,667.0754469,16.4,0.574996,51.1,67.6,82.6,68.9,28.3,17777,76.35,440059,51386,17.7,3.1,14.3,3177,3042,8136,5589
"East Carroll Parish, LA", LA,East Carroll Parish LA,557.843007,37.6,0.453534,44,64.1,82.5,65.7,21.1,214,72.17,6861,36010,38.4,4.5,13.38,3177,3042,6564,5245
"East Feliciana Parish, LA", LA,East Feliciana Parish LA,20.2757502,19.9,0.525809,47.9,64.5,80.1,66.4,23.9,518,72.64,19135,42771,18.7,4.3,14.3,3177,3042,8136,5589
"Eastland County, TX", TX,Eastland County TX,230.2000548,17,0.334216,43.4,62.8,81.6,64.6,36.8,497,75.33,18360,71142,16.7,4.4,11.91,3177,2760,5580,3456
"Eaton County, MI", MI,Eaton County MI,174.4379223,7.8,0.28756,23.4,47.4,71.5,50.3,38.8,4309,79.66,110268,42693,7.5,3.4,14.08,3246,2594,8184,5332
"Eau Claire County, WI", WI,Eau Claire County WI,159.7034642,9.8,0.162475,12.8,44.8,70.3,46,36.7,3235,80.57,104646,48240,10.6,3.3,13.5,3246,2754,6168,5972
"Echols County, GA", GA,Echols County GA,303.1797588,20.6,0.512089,50.6,65.5,81,68.5,22.5,74,77.31,4006,27880,21.6,5.4,13.49,3177,2713,6588,5789
"Ector County, TX", TX,Ector County TX,781.9089826,13.6,0.540002,44.6,65.2,82.6,65.6,30.2,9116,75.07,166223,47271,12.1,3.2,14.03,3177,2760,9372,4070
"Eddy County, ND", ND,Eddy County ND,41.59733777,11.2,0.156679,7.8,42.3,69.2,43.7,34,57,77.22,2287,54013,10,2.4,13.11,3246,2632,7308,4135
"Eddy County, NM", NM,Eddy County NM,569.6670332,12.8,0.536931,42.9,62,80.1,62.5,31.6,2316,76.25,58460,54122,11.2,3,14.77,3792,2982,8364,6069
"Edgar County, IL", IL,Edgar County IL,317.3719376,11.7,0.053069,26.2,52.7,75.5,54.8,35.5,588,77.33,17161,42184,13.2,4.7,12.89,3246,2862,5688,5082
"Edgecombe County, NC", NC,Edgecombe County NC,615.3956886,24.1,0.52618,39.6,58.6,79.5,61.1,30.1,2191,75.06,51472,34946,21,3.1,13.49,3177,2728,6816,5543
"Edgefield County, SC", SC,Edgefield County SC,192.9187472,16.8,0.543149,42.8,61.2,80.6,62.4,29.6,552,77.82,27260,36436,15.7,4.5,14.84,3177,2662,8268,6956
"Edmonson County, KY", KY,Edmonson County KY,91.19548997,15.8,0.081699,35.4,57.9,77.7,59.2,28.5,352,77.59,12150,32253,16,3.8,14.19,3177,3022,7500,6012
"Edmunds County, SD", SD,Edmunds County SD,151.7281133,12.2,0.074051,13.1,44,71.3,45.5,32.3,58,80.72,3829,52029,10.7,5,12.21,3246,2831,5844,3544
"Edwards County, IL", IL,Edwards County IL,239.8081535,10.7,0.060726,31,56,78,57.9,43.5,219,77.46,6395,40331,11.8,3.7,12.89,3246,2862,5688,5082
"Edwards County, KS", KS,Edwards County KS,33.95585739,10.8,0.353978,31.6,54.8,79.6,57,39.1,44,77.96,2798,52165,11.7,3.8,13.16,3246,2543,6288,5364
"Edwards County, TX", TX,Edwards County TX,53.07855626,19.1,0.510336,47.4,66.2,81.2,67,31.3,44,79.51,1932,35182,20.7,3.7,12.47,3177,2760,6588,3619
"Effingham County, GA", GA,Effingham County GA,89.98090201,8.1,0.335964,49.5,65.6,82.6,67.9,30.8,1573,76.74,64296,41942,9.1,4.6,15.58,3177,2713,10056,6654
"Effingham County, IL", IL,Effingham County IL,104.9348529,9.3,0.066426,28,53.4,76.4,55.3,34.5,1277,79.01,34008,50599,9.2,4.2,13.32,3246,2862,6408,5250
"El Dorado County, CA", CA,El Dorado County CA,244.309084,8.4,0.355694,39.8,48.4,71,55.8,37.9,7490,81.06,192843,67464,8.7,4.1,16.99,3792,2545,11424,8076
"El Paso County, CO", CO,El Paso County CO,379.058506,9.1,0.465689,27.7,42.6,66.6,46.4,35.3,25036,79.83,720403,48467,8.8,4.3,14.78,3792,2810,8916,5710
"El Paso County, TX", TX,El Paso County TX,391.4376636,17.6,0.322012,44.7,64.4,82.1,64.8,31.4,30094,79.79,839238,35856,18.8,4.2,12.41,3177,2760,6468,3600
"Elbert County, CO", CO,Elbert County CO,46.34896558,4.8,0.185524,29.4,45.4,70.4,48.9,36.8,697,81.68,26729,57334,5.7,4.1,17.4,3792,2810,13368,6726
"Elbert County, GA", GA,Elbert County GA,377.5702842,23.8,0.503023,39.3,57.6,77,58.5,25.9,551,74.78,19194,35448,20.6,3,13.36,3177,2713,6360,5733
"Elk County, KS", KS,Elk County KS,244.4650856,15.1,0.147706,31.6,56,79.4,57.8,30.3,56,77.27,2530,40899,19.4,2.5,13.16,3246,2543,6288,5364
"Elk County, PA", PA,Elk County PA,79.41802471,8.3,0.045325,22.2,44,67,47.8,24.7,1871,79.04,29910,48886,9.8,3.8,11.82,3690,2729,5616,3428
"Elkhart County, IN", IN,Elkhart County IN,405.8575111,9.8,0.391267,24.2,49.3,72.2,51.8,26.3,8339,78.78,206341,46816,9.6,1.9,13.04,3246,2848,6384,4706
"Elko County, NV", NV,Elko County NV,351.2522908,11.2,0.47965,24.2,42.3,67.2,45.1,37,1527,78.31,52778,46808,11,2.9,13.09,3792,2614,7512,3797
"Elliott County, KY", KY,Elliott County KY,39.28244075,28.8,0.098051,31.1,54.8,76,56.1,21.9,198,75.6,7517,22481,27.7,3.7,12.94,3177,3022,5412,5499
"Ellis County, KS", KS,Ellis County KS,409.4835002,16,0.173897,29.2,53.2,79.1,55.3,30.1,592,79.65,28553,46465,13.1,2.7,13.22,3246,2543,6384,5386
"Ellis County, OK", OK,Ellis County OK,119.9040767,11.2,0.220857,34.4,55.9,79.4,57.9,31.2,97,77.03,3859,51570,13,3.5,13.28,3177,2646,6480,5512
"Ellis County, TX", TX,Ellis County TX,142.9707134,7.9,0.518114,45.2,64.4,83.7,66.6,34.2,5641,77.77,184826,44313,8.7,2.4,15.21,3177,2760,11484,4413
"Ellsworth County, KS", KS,Ellsworth County KS,203.1884964,10.6,0.245588,29.2,52.8,79.1,55.6,37.8,89,78.88,6102,43316,9.6,4,13.16,3246,2543,6288,5364
"Elmore County, AL", AL,Elmore County AL,284.2945786,11.5,0.408283,45.1,61.8,80,64.6,29.1,1777,75.93,81209,42269,11.4,2.9,13.58,3177,2889,6996,5395
"Elmore County, ID", ID,Elmore County ID,240.7336645,11.7,0.417374,29.8,48.9,74.6,51.1,44.4,576,78.46,27511,36855,14.1,1.8,14.08,3792,2470,7020,6499
"Emanuel County, GA", GA,Emanuel County GA,612.2359732,26.4,0.522544,48.4,64.9,81.6,66.5,24.7,603,73.37,22646,32187,20.9,1.8,13.19,3177,2713,6084,5664
"Emery County, UT", UT,Emery County UT,74.42552796,9.3,0.160412,23.4,46.6,72.1,48.4,47.3,206,77.99,10012,33145,10.9,2.6,13.07,3792,2694,6036,5150
"Emmet County, IA", IA,Emmet County IA,170.0680272,10.2,0.220799,15.4,46.2,71.6,48,39,250,79.65,9208,43501,11.4,2.8,13.55,3246,2791,5964,6243
"Emmet County, MI", MI,Emmet County MI,126.7350634,8.7,0.158674,18.8,40.5,66.2,46.7,35.8,1804,80.05,33415,57115,9.2,3.2,12.94,3246,2594,6240,4899
"Emmons County, ND", ND,Emmons County ND,131.7706338,13.7,0.056905,11.9,42.7,70.6,44.5,33.9,74,80.09,3241,49489,13.7,2.1,12.9,3246,2632,6948,4071
"Emporia city, VA", VA,Emporia City VA,572.6556908,19.1,0.503525,38.5,57.9,78.7,59.8,31.8,261,74.37,5346,32391,20.5,3.4,13.49,3177,2866,6636,5573
"Erath County, TX", TX,Erath County TX,143.7288819,12.6,0.380883,43.8,63.4,82,65,30.5,1150,78.45,42698,39572,15.2,3.2,13.15,3177,2760,7800,3816
"Erie County, NY", NY,Erie County NY,459.3060294,13.2,0.385703,23.3,45,68.8,49.6,29.9,41755,78.51,918702,51539,13.3,2.6,14.59,3690,2935,8088,6521
"Erie County, OH", OH,Erie County OH,186.7241742,10.9,0.276188,27.2,49.1,74.3,54.3,31.4,3826,77.96,74266,62591,11.6,3,13,3246,2720,6192,4946
"Erie County, PA", PA,Erie County PA,247.9539341,13.4,0.254506,26,47.2,70.3,51.8,24.9,12418,78.37,269728,44903,16.6,2.7,12.57,3690,2729,6960,3646
"Escambia County, AL", AL,Escambia County AL,618.6978385,20.4,0.525935,48.2,64.5,80.8,66.2,24.9,864,74.15,36633,32996,20.5,3.1,12.81,3177,2889,5688,5089
"Escambia County, FL", FL,Escambia County FL,798.51676,13.5,0.510463,51.2,66.2,82,69.4,36.7,9671,76.33,318316,42537,15.5,2.1,14.16,3177,2792,9576,4109
"Esmeralda County, NV", NV,Esmeralda County NV,240.3846154,14.4,0.443834,32,50.9,76.3,53.5,31.6,21,75.48,873,40113,13.8,2.8,12.01,3792,2614,5580,3484
"Essex County, MA", MA,Essex County MA,374.1394007,9,0.411591,25.9,46.5,71.2,51,24.4,40585,80.51,789034,67507,8.8,1.9,18.88,3690,3048,17951,5479
"Essex County, NJ", NJ,Essex County NJ,659.9836619,14.3,0.667286,28.9,50.4,74.3,53.4,22.6,43674,78.47,798975,67459,13.8,2.2,16.05,3690,2864,12408,5312
"Essex County, NY", NY,Essex County NY,121.2527733,10.2,0.142482,15.9,41.2,66.5,45.2,30.2,1344,80.11,36885,45996,12.4,2.1,14.51,3690,2935,7956,6487
"Essex County, VA", VA,Essex County VA,267.1653754,12.3,0.546371,38.3,58.2,78.8,60,27.2,382,76.75,10953,42334,16.2,2.1,14.12,3177,2866,7704,5823
"Essex County, VT", VT,Essex County VT,128.4261401,12.7,0.077938,12.4,39.9,65.8,43.7,24.7,170,79.7,6163,36008,14.8,3.1,13.12,3690,2760,6960,4777
"Estill County, KY", KY,Estill County KY,27.60905577,20.6,0.041412,33.2,53.7,74.8,55.1,20,387,73.23,14106,31555,22.7,4.3,12.92,3177,3022,5376,5490
"Etowah County, AL", AL,Etowah County AL,513.8024266,15.6,0.35812,41.3,61.5,80.7,62.9,33.9,3126,73.85,102268,36918,18.8,1.9,13.16,3177,2889,6276,5226
"Eureka County, NV", NV,Eureka County NV,289.017341,10.3,0.321336,26.1,43.6,69.6,47.2,38.4,36,77.54,2029,39903,9.9,2.9,12.79,3792,2614,6972,3710
"Evangeline Parish, LA", LA,Evangeline Parish LA,41.69396629,24.5,0.458428,50.6,68.3,83.8,69.8,22.6,920,74.05,33395,33671,28.6,3,13.58,3177,3042,6912,5321
"Evans County, GA", GA,Evans County GA,120.0036924,19.6,0.568559,48.5,64.3,82.1,66.8,21.6,257,74.74,10654,35212,24.1,1.7,13.23,3177,2713,6156,5682
"Fairbanks North Star Borough, AK", AK,Fairbanks North Star Borough AK,182.2055837,7.2,0.468523,-4.1,32,60.8,23.9,40.5,2841,79.35,96849,56606,7.2,1.2,14.79,3792,2814,10356,4291
"Fairfax city, VA", VA,Fairfax City VA,87.59854837,7.2,0.580696,32.6,53.9,74.6,55,19.8,734,83.73,24019,82441,7.1,2.8,19.92,3177,2866,17484,8110
"Fairfax County, VA", VA,Fairfax County VA,79.75779097,5.3,0.649676,32.6,53.9,74.6,55,18.1,36515,83.73,1147532,82441,6,1.4,19.92,3177,2866,17484,8110
"Fairfield County, CT", CT,Fairfield County CT,291.8383154,8.8,0.531964,28.2,49.4,73.5,52.9,20.6,37044,81.8,943332,120630,9,2.6,17.6,3690,3046,13625,7137
"Fairfield County, OH", OH,Fairfield County OH,159.2025096,7.5,0.21832,28.2,51.3,74,53.3,31,5198,78.95,157574,46113,8.1,2.9,14.12,3246,2720,8124,5345
"Fairfield County, SC", SC,Fairfield County SC,675.0616643,17.6,0.510092,42.6,61.5,80.8,62.6,28,760,73.79,22347,36758,19.1,1.8,14.96,3177,2662,8472,7010
"Fall River County, SD", SD,Fall River County SD,87.73212458,15.4,0.25854,24.9,46.3,73.6,48.3,38.3,179,76.31,6713,46885,13.9,2.6,12.28,3246,2831,5964,3563
"Fallon County, MT", MT,Fallon County MT,222.4670289,9.4,0.085577,17.7,43.2,70.8,44.2,38.1,66,78.77,2846,49509,9.7,3,13.9,3792,2450,6600,6574
"Falls Church city, VA", VA,Falls Church City VA,88.83624519,3.3,0.450661,34.2,56.2,78.3,57.8,14.1,314,81.81,14617,82441,3.5,2.2,19.92,3177,2866,17484,8110
"Falls County, TX", TX,Falls County TX,188.6468873,20,0.61956,47.5,66,83.5,68.6,26,390,76.13,17297,34619,21.6,2.7,12.26,3177,2760,6204,3557
"Fannin County, GA", GA,Fannin County GA,357.7441077,15.6,0.087389,37.8,55.2,75.2,57.2,31.3,524,76.94,26188,35727,12.1,1.6,13.93,3177,2713,7308,5969
"Fannin County, TX", TX,Fannin County TX,193.1132832,15.4,0.349068,41.7,61.4,81.9,63.6,32.8,788,75.87,35514,37605,13.2,3.1,12.48,3177,2760,6600,3621
"Faribault County, MN", MN,Faribault County MN,112.747516,10.3,0.146195,14.6,46.3,72.4,48.6,36.3,436,80.59,13653,43343,12.2,2.1,13.36,3246,2696,5652,6255
"Faulk County, SD", SD,Faulk County SD,41.91114837,18.7,0.051117,15.3,45.5,72.6,47.4,31.9,36,81.09,2299,42762,15.7,3.4,12.36,3246,2831,6108,3587
"Faulkner County, AR", AR,Faulkner County AR,314.4338518,12,0.322705,37.4,59.1,80.2,60.5,30.8,3361,77.23,126007,37598,14.4,2,14.34,3177,2633,7680,6546
"Fauquier County, VA", VA,Fauquier County VA,81.83671344,6,0.326766,33.6,54.8,76,56.1,29.5,1721,79.36,71222,70787,6.1,3.3,19.92,3177,2866,17484,8110
"Fayette County, AL", AL,Fayette County AL,230.6464013,16.5,0.261504,41.4,60.6,79.8,61.8,28.9,326,73.98,16302,34966,17,2.2,12.81,3177,2889,5688,5089
"Fayette County, GA", GA,Fayette County GA,78.43861025,5.3,0.512896,42.8,60.5,79.3,61.4,28.2,3055,81.22,114421,63515,5.4,4.3,16.72,3177,2713,11952,7126
"Fayette County, IA", IA,Fayette County IA,175.5926251,11.8,0.102373,16,47,71.8,49.2,33.8,564,79.9,19650,44263,13.2,1.6,13.54,3246,2791,5952,6240
"Fayette County, IL", IL,Fayette County IL,172.2574796,14.7,0.143706,28.5,54.2,76.7,55.5,32.4,723,78.76,21336,35456,15.1,2.8,13.1,3246,2862,6036,5163
"Fayette County, IN", IN,Fayette County IN,4.190939189,13.5,0.07791,25.1,49.1,71.5,51.3,26.7,843,75.84,23102,40939,13.5,2.1,12.82,3246,2848,6012,4628
"Fayette County, KY", KY,Fayette County KY,369.9404723,14.6,0.444007,32.9,55.3,76.2,57,28,9879,78.4,323152,50180,15.4,2.4,13.99,3177,3022,7164,5930
"Fayette County, OH", OH,Fayette County OH,156.25,13.8,0.126397,28.5,52.6,73.5,54.5,23.5,1032,75.34,28525,38449,13.6,1.9,12.95,3246,2720,6096,4927
"Fayette County, PA", PA,Fayette County PA,231.1128231,18.7,0.141828,27.8,49.1,70.7,51.1,23.1,6594,76.99,129274,42649,17.5,2.2,13.11,3690,2729,7932,3804
"Fayette County, TN", TN,Fayette County TN,204.1871285,10.2,0.458204,39.3,60.8,80.4,61.6,31.9,1213,76.83,41133,55364,11.2,2.9,13.28,3177,2813,7980,3853
"Fayette County, TX", TX,Fayette County TX,100.7211635,9.4,0.42817,51.1,68.5,84,70.8,27.3,555,79.26,25346,53564,10.9,2,12.53,3177,2760,6696,3637
"Fayette County, WV", WV,Fayette County WV,269.7427575,20.8,0.138268,31.6,53.2,71.9,53.9,24.1,1622,74.3,42406,34577,20.6,3.9,13.38,3177,2662,6828,5359
"Fentress County, TN", TN,Fentress County TN,251.270311,19.4,0.0569,34.4,54.6,73.4,55.6,23.4,489,73.43,18523,32232,20.9,2.4,12.12,3177,2813,5904,3517
"Fergus County, MT", MT,Fergus County MT,252.1519868,13.6,0.106051,22,43.8,68.5,44.9,35.1,266,78.62,11050,43808,13.2,2.6,14.21,3792,2450,7104,6707
"Ferry County, WA", WA,Ferry County WA,156.9448077,18.4,0.417565,24.2,44.3,64.6,43.5,33.3,285,76.96,7627,36071,18,1.8,12.24,3792,2206,6408,3552
"Fillmore County, MN", MN,Fillmore County MN,52.79577634,8.2,0.05111,15.4,45.8,71,48,34.7,585,81.16,21067,45378,9.4,4.3,13.34,3246,2696,5628,6249
"Fillmore County, NE", NE,Fillmore County NE,98.81473579,8.5,0.105533,25.5,51.4,76.1,53.2,37.2,87,79.03,5462,57068,8.5,2.2,12.89,3246,2783,5460,5385
"Finney County, KS", KS,Finney County KS,417.812281,12.2,0.571327,30.6,52.6,78.1,55,31.8,712,79.19,36467,43172,13,1.8,13.55,3246,2543,6948,5514
"Fisher County, TX", TX,Fisher County TX,155.6016598,13.3,0.465557,43.5,63.7,82.8,64.7,32.8,72,77.71,3830,46444,13.3,3,12.34,3177,2760,6348,3580
"Flagler County, FL", FL,Flagler County FL,257.1131298,9.4,0.404212,55.4,67.9,80.4,73.6,32.8,3553,79.67,115081,46220,9.7,1.8,14.42,3177,2792,10044,4185
"Flathead County, MT", MT,Flathead County MT,269.6952766,10.5,0.128123,22.6,41.7,63.3,41.2,34.3,3858,79.07,103806,47331,9.4,2.8,14.38,3792,2450,7380,6780
"Fleming County, KY", KY,Fleming County KY,34.46374414,14.6,0.074067,33.9,55.9,76.6,57.5,26.5,449,74.47,14581,33537,21.1,2.2,12.92,3177,3022,5376,5490
"Florence County, SC", SC,Florence County SC,451.8311814,17.1,0.539644,44.9,62.8,81.2,64,28.5,3744,74.5,138293,41833,17,2.1,14.24,3177,2662,7284,6695
"Florence County, WI", WI,Florence County WI,243.3628319,10.6,0.072258,12.6,39.2,65.6,43.4,35.5,175,79.47,4295,54346,10.9,2.5,13.28,3246,2754,5808,5881
"Floyd County, GA", GA,Floyd County GA,356.9154987,18.4,0.441415,41.4,60.4,79.8,61.5,27.2,2712,75.8,98498,38524,16.4,1.6,13.93,3177,2713,7308,5969
